retweet_text,sentiment,hashtags,lang
percent workers paid less hr dollar general mcdonalds wendys wyndham sonic httpstcod kgrtseud,0, ,en
capt navy expensive private yachts world outdated flagship fleet,1, ,en
corporations forced raise prices inflation come werent forced lower prices httpstcoksdt y egp,0, ,en
time st century economic bill rights httpstco gfecqhe,1, ,en
citys rent guidelines board considering rent hikes much rentregulated apartments city counc httpstcoyvyfk kdqj,1, ,en
key point missing unless white httpstcofearjfvcqx,0, ,en
wcvb published video boston woman beaten ground group black youths youths accu httpstcoleusc nhda,0, ,en
inflation impacting local farms like tangerinis millis requests csa shares owners lin httpstcodrlnilgcpm,0,inflation,en
pick tulips includes tractor ride around wards berry farm tulip patch still early bu httpstcoorzkgfubxu,1,tulips,en
happy earthday seems like perfect day reshare recent episode show focusing recycling sus httpstcooczqrjfywf,1,earthday,en
momma duck good job keeping nest clean amp eggs safe httpstco dprdffbe,1, ,en
reflections earth day many environmental issues talk today residents alarmed becau httpstcoyv lllziv,1, ,en
orange line delays minutes northbound due signal problem,0, ,en
good morning cambridge today pick week comes high temps plan wh httpstcopnepzxvklx,1, ,en
really missed seeing fans interact games said tiny build founder alex nichiporchik httpstcoiyzxtdyjmk,1, ,en
boston celtics jaylen brown looking ahead nets game lm looking forward see adjustments theyre httpstconueyphojwy,0, ,en
good sign celtics rob williams traveling team brooklynwbznewsradio httpstcomj mssr ps,1, ,en
tonight thurs nightside bill rhode island would fine amp tax residents refusing covid shot httpstcoqrvdodqfwq,1,covid19,en
boston celtics jaylen brown gives lot credit game comeback win nets headcoach httpstco ibsbz qk,1, ,en
youre trying figure wear work tomorrow nba defensive player year marcus smart might h httpstcobgmzzc whs,1, ,en
tune real america tonight pm est pm pst httpstcomkfnjftmtz,1, ,en
mccarthy totally false wanted trump resign jan httpstcoiw dbogq z,0, ,en
remember truth god gives power forgive forgive set prisoner free disco httpstcofdssiezcnt,1, ,en
superior otherand inferior depends economic httpstco btbfqpv,1, ,en
biden administration dumping illegal immigrants communities resources need httpstco unlvdor,0, ,en
pulte ok lets see u help dad stomach cancer right minute needs infected molar pu httpstcovidrc wou,1, ,en
last picture jesus john revelator saying worthy lamb slain receive httpstcosj tyqzyyi,1, ,en
happy friday topics evening include inflation ukraine biden energy elonmusk desantis disney httpstcovbuxxeh ps,1,inflation,en
always thanks tuning also lot lost us direct tv heres watch httpstconmmar p t,1, ,en
happeningnow oann rep taylor greene attends hearing th amendment challenge candidacy tune live coverage oann,1,happeningnow,en
pulte best way start day gratitude thank lord even woke,1, ,en
gregabbott tx many prayers missing national guard,1, ,en
office continues work texas national guard law enforcement agencies search httpstcohjf se fj,0, ,en
handyman arrested fatal stabbing queens mother httpstcojjx kmqqhe oann,0,oann,en
yea tweet stats nuts cuz help many people told u numbers u wouldnt believe best httpstcoclr bbonab,1, ,en
oann mean paying migrants bussed panama mexico us border,0, ,en
oann trying save face right midterms ah little late point joe damage already done,0, ,en
biden admin speaks cuban officials slowing tide illegal immigration httpstcohmmbshwbeg oann,0,oann,en
catching zero waste family earth day httpstcok hsrzhwur oann aliciasummerstv,1,oann,en
one thing pulte know deliver got grandpa dont half ass job goes wit httpstcoh ny cvge,0, ,en
pulte would love helped rent mrpulte im college student scrapping im verge losing httpstco spdlmnvts,1, ,en
whatever facing standing lord resurrection lives alive life,1, ,en
technology amazing isnt see need help people,1, ,en
heres get insulin supplies httpstcou r alnxx,0, ,en
lupus terrible disease sent get medicine httpstco lmeal rd,0, ,en
latest durham report finds cia knew clintons lawyer giving phony evidence trump httpstcowczlkkl sw oann pearsonsharp,1,oann,en
yelena osipova brave survivor siege leningrad protesting st petersburg soldier lay httpstcomtfxy nu,1, ,en
love want us getbusy birthcontrol httpstcox p ewkj,1,getbusy4birthcontrol,en
amazing much panic one honest man spread among multitude hypocrites,1, ,en
im old enough remember two weeks election james clapper told everyone hunter bidens lapto httpstcomalltqz yw,1, ,en
important remember slaying last remaining dragon st george caused irrevocable damage species dive httpstco fu hicze,1, ,en
lol someone tried summon tesla via autopilot aviation trade show crashed million dol httpstcog ynxcvhpv,1, ,en
see berlin handy monetary figure compare number ukrainian civilians httpstcoz jmtly mn,1, ,en
extreme wildfire warning uk weekend met office predict c scorcher httpstconw knzls t httpstcovfoav ofzj,0, ,en
disappointment spending money httpstcolkfsihius,0, ,en
happy nationalteaday httpstcoovamq s v,1,nationalteaday,en
cop receives special award bravery dedication attack squirrel httpstcoaqjplgajp httpstcoyea g chfb,1, ,en
artificial sunshade earth could shift malaria risk tropics httpstcoiogzs plua,0, ,en
new zealand shoppers order groceries australia inflation soars httpstco xejftj,1, ,en
theres widening french constituency vote le pen precisely works great goo httpstcopck ukd ov,1, ,en
la nina huge coming httpstcosj sfawkqr,1, ,en
shared information truth happening plain sight good job tried global noncompl httpstcoii fkmm t,1, ,en
yesterday powell claimed hot labor market great workers today gap stock httpstcowgnjpvptso,1,powell,en
mean business erect dystopian regime renegotiating treaties digital identity bologna smart ci httpstcoehueqaoxub,0, ,en
new way punish russia emerges stop using letters alphabet make sure kids remain illiter httpstcooo rvuhexw,1, ,en
horrible httpstcoyq wyyrwz,0, ,en
think thats golden retreiver course httpstco j cdlyxby,1, ,en
founder infamous azov battalion andrei biletsky thinks killing civilians immortal regime httpstcoufde s kex,0, ,en
ft bank england needs reform remit needs confront serious issues lack suf httpstcolplhp dhe,0, ,en
keeps getting better amp better netflix shares crashing cnn shutting month spotify removes httpstcoaftojvtp f,1, ,en
international concern forced ukrainian security service show reporter gonzalo lira nati httpstco fngsqeqif,0, ,en
trying use farfetched legal maneuvers prevent repmtg appearing ballot saying httpstcommqz ltmla,1, ,en
euus taxpayers russian military occupied huge arsenal armed forces ukraine near balakleya httpstcocdvux gvka,1, ,en
tremendous false flag attack washington post httpstco yyl oys,0, ,en
according lprs state security ministry osce officer detained republic allegedly pas httpstcohvwhgqdsql,0, ,en
lukashevich emphasize responsibility difficult humanitarian situation comb httpstcoqmjy od nx,0,lukashevich,en
phrase farright pretty malleable sky news uses describe us republican dont like httpstco eukqstvl,1, ,en
must watch share brilliant marksteynonline gbnews apr calls facts idi httpstcobthoiscvqf,1, ,en
inside mariupol drama theatre people killed russian httpstcoiek xqy ae via youtube,0, ,en
dems control happens every timethey strip economy bare httpstcoc zcrzudmt,1, ,en
hey chicagoans get comed bill look pay delivery electricity comed wants httpstcomkbxkdupgi,1, ,en
im thinking secretly lovers httpstcorc kdlb uo,0, ,en
california made legal murder baby birth month old let sink,1, ,en
breaking florida governor ron desantis signs bill law strips disney special tax status reuters,1, ,en
rex huppke defend everyday lib media cult member usatoday columnist rexhuppke forced httpstcoftofpwtdsu,0, ,en
according wsj trillion bidens stimulus wasteful nothing covid spent httpstcoaclxa yp z,0, ,en
nevertrumper crowd traded mean tweets worst economy years porous border high crime woke p httpstcopigkgtpzve,0, ,en
suspect nyc mom stabbing united states illegally,0, ,en
staffers keep leaving insists giving speeches dc consensus shes second dreaded speaker httpstcor rkj t at,1, ,en
city neighborhood flavors candidate better show hungry httpstco biu ybtoe,1, ,en
president trump cannot men participate womens sports swimmers getting absolutely clob httpstcoz m aaw c,1, ,en
airport pharmacy mexico want us dead usa httpstcofqjrneno m,0, ,en
jdscramble laetrile cancer treatment derived apricot kernels available mexico uk banned httpstcofuovqtewbq,1, ,en
nothing like enjoying monk burger interviewed windycitytimes executive editor andrew davis httpstcolwtzkj ia,1, ,en
democrats love mandates want control every aspect life republicans want freedom,1, ,en
breaking warner bros discovery shut cnn,0, ,en
new germanys producer price inflation jumps march highest level since,1, ,en
game fair elon buy twitter game rigged reason wont able httpstcolsropgctyt,1, ,en
play stopped augsburg vs mainz moussa niakhat could moment break ramadan fast httpstcozemygvr tv,1, ,en
ive writing book start new country finally coming preorder arrive httpstcoo a cogp e,1, ,en
thevivafrei beautyon believe ddg sold privacy best practices lack tracking introduc httpstcouayaidapza,1, ,en
germanys new record ppi inflation march ppi rose mom well consensus forecast new httpstcomrkx znvq,1,germany,en
zombie yujin art ive anyujin httpstcof jfbrhvjp,1,ive,en
global excl us top chart dated april,1, ,en
tunnelfire raged eastern edge alma maters community many friends families httpstcoofzrslgabm,1,tunnelfire,en
earthday special podcast ev metaverse space amp httpstco xkgrh b q pillars innovation wit httpstco og gcheos,1,earthday,en
outstanding episode stuckeystop lets soon thursdayvibes thursdaymorning entrepreneur check httpstco wsr nojts,1,thursdayvibes,en
marina rabinek president founder military womens collective navy veteran episode httpstcona h fhfc,0, ,en
check inspiring uplifting conversation ramona hood president amp ceo fedex custom critical httpstco pgg nqkk,1, ,en
episode tektok karin bursa welcome nikki baird aptos retail share insights give us httpstco kv lqnzg,1, ,en
never gets old pplthatdeliver sapics supplychain httpstcozakr acfah,1,supplychain,en
great work wearablesexpert fridaymorning supplychain logistics httpstco t ex bwtx,1,fridaymorning,en
talking baseball amp lots good news take away wonderful game hank aaron amp jackie robinson httpstcouh rejxjk,1,baseball,en
always love way scottwluton ends every podcast interview chat supplychainnow good give forward httpstcovlxmncmwud,1, ,en
sharing aspects via linkedin podcast interview conducted week one amp ramona h httpstcopnsugcozva,0,podcast,en
congratulations roadie nominated technology trailblazer award learn roadie httpstcocp yuxwest,1, ,en
latest freight forward way supply chains go q httpstcoptfsqzxbtr,1, ,en
learnt new term today goat yoga cant make things,1, ,en
monthly utility bills alberta damn high rt agree ableg bringbacktheratecap,1,ableg,en
generational farming webinar october th join us october th pm latest agricultural webinars httpstco fhpn zntq,1, ,en
canadaalberta livestock feed assistance initiative initiative helps address extraordinary costs httpstcovoazssnpl,1, ,en
would welcome fields survey wheat stem sawfly likely starting wheat surveys last week august,1, ,en
soooo cleavers hate would like tear field mature ship way som httpstco d rzany k,0, ,en
seed barley testing f graminearum recently brought md company responsible dealing wit httpstcohefdcub qj,1, ,en
farm saved seed engagement think reaction farmers across canada sent clear message farmers want ke httpstconb zpzzgve,1, ,en
wild boar cause extensive environmental economic destruction see one safely take picture note l httpstcostoxicq o,1, ,en
